stdntid,female,white,black,asian,age,yearssmall,kinnercity,ksuburban,krural,ktwhite,gkthighdegree,gktyears,gkfreelunch,gkabsent,gktreadss,gktmathss,gktlstnss,gktwordss,1innercity,1suburban,1rural,1twhite,g1thighdegree,g1tyears,g1freelunch,g1absent,g1treadss,g1tmathss,g1tlstnss,g1twordss,g1readbsraw,g1mathbsraw,2innercity,2suburban,2rural,2twhite,g2thighdegree,g2tyears,g2freelunch,g2treadss,g2tmathss,g2tlstnss,g2twordss,g2readbsraw,g2mathbsraw,3innercity,3suburban,3rural,3twhite,3tblack,g3thighdegree,g3tyears,g3freelunch,g3absent,g3treadss,g3tmathss,g3tlstnss,g3twordss
15655,0.0,1,0,0,5.289636337501797,0,0,0,1,1,3.0,10.0,0.0,1.0,455.0,489.0,536.0,453.0,0,0,1,1,2.0,2.0,0.0,10.0,536.0,557.0,577.0,536.0,28.0,43.0,0,0,1,0,3.0,12.0,0.0,611.0,620.0,584.0,672.0,43.0,60.0,0,0,1,1,0,2.0,5.0,0.0,5.0,616.0,645.0,608.0,599.0
15656,0.0,1,0,0,5.254043546410946,0,0,0,1,1,2.0,5.0,0.0,1.0,439.0,513.0,565.0,401.0,0,0,1,1,3.0,10.0,0.0,5.0,558.0,584.0,625.0,601.0,29.0,44.0,0,0,1,1,2.0,13.0,0.0,591.0,590.0,626.0,672.0,47.0,58.0,0,0,1,1,0,2.0,30.0,0.0,3.0,633.0,622.0,672.0,620.0
15658,1.0,1,0,0,5.3005879655297505,0,0,0,1,1,2.0,2.0,0.0,14.0,445.0,513.0,549.0,463.0,0,0,1,1,2.0,18.0,0.0,10.0,553.0,572.0,584.0,601.0,31.0,44.0,0,0,1,1,3.0,15.0,0.0,637.0,615.0,626.0,648.0,48.0,60.0,0,0,1,1,0,3.0,15.0,0.0,25.0,661.0,663.0,632.0,641.0
15659,0.0,1,0,0,5.281422616480831,0,0,0,1,1,2.0,2.0,1.0,0.0,439.0,494.0,578.0,427.0,0,0,1,1,2.0,18.0,1.0,3.0,604.0,545.0,601.0,577.0,31.0,43.0,0,0,1,1,3.0,15.0,1.0,622.0,607.0,622.0,648.0,47.0,59.0,0,0,1,1,0,3.0,15.0,0.0,6.0,650.0,620.0,649.0,641.0
15660,0.0,1,0,0,5.2786847094738425,0,0,0,1,1,3.0,13.0,0.0,3.0,410.0,478.0,540.0,396.0,0,0,1,1,2.0,0.0,0.0,4.0,499.0,542.0,568.0,493.0,24.0,42.0,0,0,1,1,2.0,20.0,0.0,608.0,572.0,593.0,621.0,35.0,53.0,0,0,1,1,0,2.0,28.0,0.0,12.0,620.0,582.0,601.0,676.0
15662,0.0,1,0,0,5.330704942606625,0,0,0,1,1,2.0,13.0,1.0,15.0,418.0,449.0,545.0,405.0,0,0,1,1,2.0,10.0,1.0,11.0,472.0,486.0,554.0,460.0,25.0,34.0,0,0,1,1,3.0,27.0,1.0,552.0,504.0,587.0,553.0,40.0,38.0,0,0,1,1,0,3.0,19.0,1.0,11.0,543.0,554.0,603.0,542.0
15663,0.0,1,0,0,5.327967035599635,0,0,0,1,1,3.0,12.0,0.0,13.0,418.0,423.0,536.0,418.0,0,0,1,1,2.0,13.0,1.0,5.0,469.0,490.0,543.0,470.0,17.0,38.0,0,0,1,1,3.0,16.0,1.0,521.0,554.0,590.0,510.0,30.0,52.0,0,0,1,1,0,2.0,10.0,1.0,7.0,567.0,554.0,603.0,570.0
15665,0.0,1,0,0,5.3005879655297505,4,0,0,0,1,2.0,14.0,1.0,1.0,439.0,494.0,549.0,431.0,0,0,0,1,2.0,20.0,1.0,4.0,454.0,557.0,584.0,451.0,26.0,42.0,0,0,0,1,3.0,23.0,1.0,509.0,528.0,584.0,500.0,21.0,31.0,0,0,0,1,0,2.0,9.0,1.0,3.0,552.0,565.0,608.0,542.0
15669,0.0,1,0,0,5.289636337501797,0,0,0,1,1,3.0,12.0,1.0,13.0,418.0,468.0,565.0,405.0,0,0,1,1,2.0,13.0,0.0,7.0,497.0,523.0,611.0,493.0,22.0,43.0,0,0,1,1,3.0,16.0,1.0,599.0,599.0,636.0,621.0,44.0,48.0,0,0,1,1,0,2.0,10.0,0.0,7.0,610.0,583.0,640.0,588.0
15672,0.0,1,0,0,5.273208895459866,0,0,0,1,1,2.0,13.0,0.0,2.0,463.0,576.0,607.0,474.0,0,0,1,1,2.0,7.0,0.0,4.0,651.0,562.0,601.0,601.0,31.0,44.0,0,0,1,1,2.0,1.0,0.0,618.0,648.0,631.0,605.0,47.0,58.0,0,0,1,1,0,2.0,7.0,0.0,4.0,675.0,672.0,663.0,664.0
15673,1.0,1,0,0,5.259519360424923,0,0,0,1,1,3.0,12.0,1.0,20.0,453.0,520.0,540.0,440.0,0,0,1,1,3.0,9.0,1.0,14.0,540.0,535.0,556.0,536.0,31.0,44.0,0,0,1,1,2.0,13.0,1.0,627.0,620.0,636.0,605.0,43.0,59.0,0,0,1,1,0,2.0,15.0,0.0,3.0,639.0,655.0,617.0,648.0
15675,0.0,1,0,0,5.2567814534179345,0,0,0,1,1,3.0,12.0,1.0,7.0,437.0,478.0,549.0,431.0,0,0,1,1,2.0,15.0,1.0,1.0,469.0,486.0,536.0,460.0,23.0,31.0,0,0,1,1,2.0,13.0,1.0,560.0,540.0,593.0,553.0,33.0,45.0,0,0,1,1,0,2.0,15.0,1.0,1.0,582.0,555.0,597.0,549.0
15677,0.0,1,0,0,5.382725175739406,0,0,0,1,1,3.0,12.0,1.0,13.0,447.0,528.0,532.0,453.0,0,0,1,1,2.0,13.0,1.0,1.0,579.0,601.0,568.0,551.0,28.0,44.0,0,0,1,1,3.0,16.0,1.0,669.0,699.0,613.0,672.0,47.0,60.0,0,0,1,1,0,2.0,10.0,1.0,18.0,670.0,678.0,615.0,655.0
15678,1.0,1,0,0,5.374511454718441,0,0,0,1,1,2.0,13.0,1.0,22.0,425.0,528.0,516.0,414.0,0,0,1,1,2.0,10.0,1.0,25.0,505.0,542.0,559.0,499.0,30.0,43.0,0,0,1,1,3.0,27.0,1.0,596.0,603.0,610.0,583.0,41.0,57.0,0,0,1,1,0,3.0,19.0,1.0,14.0,629.0,631.0,622.0,615.0
15679,0.0,1,0,0,5.363559826690486,0,0,0,0,1,2.0,8.0,0.0,14.0,451.0,500.0,554.0,440.0,0,0,0,1,2.0,10.0,0.0,9.0,571.0,545.0,584.0,577.0,29.0,44.0,0,0,0,1,2.0,17.0,0.0,659.0,648.0,636.0,672.0,45.0,55.0,0,0,0,1,0,3.0,38.0,0.0,3.0,644.0,651.0,632.0,691.0
15683,1.0,1,0,0,5.352608198662533,0,0,0,0,1,2.0,5.0,0.0,11.0,492.0,494.0,554.0,480.0,0,0,0,1,2.0,10.0,0.0,8.0,564.0,572.0,611.0,551.0,31.0,43.0,0,0,0,1,3.0,19.0,0.0,643.0,620.0,622.0,648.0,46.0,56.0,0,0,0,1,0,3.0,16.0,0.0,11.0,675.0,672.0,663.0,664.0
15685,0.0,1,0,0,5.341656570634578,4,0,0,0,1,2.0,13.0,1.0,9.0,455.0,484.0,560.0,444.0,0,0,0,1,2.0,27.0,1.0,2.0,579.0,553.0,611.0,551.0,31.0,42.0,0,0,0,1,2.0,22.0,0.0,637.0,620.0,631.0,672.0,42.0,54.0,0,0,0,1,0,2.0,8.0,1.0,14.0,626.0,639.0,668.0,615.0
15686,0.0,1,0,0,5.341656570634578,0,0,0,1,1,3.0,13.0,0.0,2.0,434.0,494.0,545.0,414.0,0,0,1,1,2.0,15.0,0.0,1.0,488.0,549.0,526.0,524.0,20.0,42.0,0,0,1,1,2.0,13.0,0.0,631.0,582.0,606.0,593.0,43.0,55.0,0,0,1,1,0,2.0,22.0,0.0,3.0,622.0,651.0,634.0,691.0
15687,0.0,1,0,0,5.33891866362759,4,0,0,0,1,2.0,13.0,0.0,14.0,436.0,454.0,540.0,414.0,0,0,0,1,2.0,27.0,1.0,5.0,480.0,518.0,559.0,481.0,22.0,38.0,0,0,0,1,2.0,12.0,1.0,538.0,528.0,572.0,541.0,27.0,42.0,0,0,0,1,0,3.0,19.0,0.0,4.0,593.0,603.0,627.0,584.0
15689,1.0,1,0,0,5.2567814534179345,3,0,0,1,1,3.0,13.0,0.0,19.0,439.0,528.0,540.0,435.0,0,0,1,1,2.0,14.0,0.0,12.0,512.0,557.0,562.0,514.0,25.0,44.0,0,0,1,1,5.0,17.0,0.0,602.0,648.0,606.0,583.0,44.0,60.0,0,0,1,1,0,5.0,13.0,0.0,5.0,616.0,648.0,629.0,591.0
15690,1.0,1,0,0,5.3580840126765095,0,0,0,1,1,3.0,13.0,0.0,24.0,476.0,576.0,565.0,458.0,0,0,1,1,5.0,18.0,0.0,32.0,590.0,601.0,611.0,601.0,32.0,44.0,0,0,1,1,2.0,33.0,0.0,622.0,639.0,613.0,621.0,45.0,56.0,0,0,1,1,0,2.0,7.0,0.0,16.0,650.0,711.0,649.0,664.0
15691,0.0,1,0,0,5.330704942606625,0,0,0,1,1,2.0,2.0,0.0,18.0,416.0,478.0,532.0,396.0,0,0,1,1,3.0,11.0,0.0,22.0,490.0,523.0,568.0,493.0,27.0,37.0,0,0,1,0,2.0,6.0,0.0,559.0,546.0,613.0,593.0,38.0,42.0,0,0,1,1,0,2.0,7.0,0.0,13.0,618.0,577.0,619.0,664.0
15692,1.0,1,0,0,5.292374244508785,4,0,0,1,1,3.0,8.0,0.0,0.0,393.0,478.0,532.0,386.0,0,0,1,1,3.0,15.0,0.0,12.0,482.0,520.0,574.0,475.0,25.0,43.0,0,0,1,1,3.0,11.0,0.0,577.0,541.0,590.0,560.0,38.0,45.0,0,0,1,1,0,2.0,18.0,0.0,4.0,644.0,585.0,634.0,629.0
15693,0.0,1,0,0,5.306063779543727,0,0,0,1,1,2.0,1.0,0.0,19.0,410.0,520.0,549.0,396.0,0,0,1,1,3.0,13.0,0.0,6.0,482.0,572.0,571.0,486.0,27.0,44.0,0,0,1,1,2.0,6.0,0.0,599.0,674.0,610.0,593.0,37.0,59.0,0,0,1,1,0,2.0,8.0,0.0,4.0,592.0,659.0,622.0,615.0
15713,0.0,1,0,0,5.193809592257199,0,0,0,1,1,2.0,8.0,0.0,9.0,448.0,489.0,512.0,458.0,0,0,1,0,2.0,14.0,0.0,12.0,564.0,562.0,580.0,514.0,31.0,42.0,0,0,1,1,3.0,8.0,1.0,650.0,699.0,606.0,621.0,41.0,54.0,0,0,1,1,0,2.0,11.0,1.0,23.0,600.0,651.0,627.0,620.0
15714,0.0,1,0,0,5.19107168525021,4,0,0,1,1,2.0,16.0,1.0,11.0,474.0,536.0,578.0,486.0,0,0,1,1,3.0,7.0,0.0,3.0,558.0,627.0,588.0,551.0,31.0,44.0,0,0,1,1,2.0,10.0,1.0,627.0,674.0,590.0,648.0,45.0,59.0,0,0,1,1,0,2.0,18.0,1.0,16.0,631.0,667.0,643.0,615.0
15715,0.0,1,0,0,5.180120057222257,0,0,0,1,1,2.0,8.0,0.0,5.0,470.0,513.0,532.0,480.0,0,0,1,1,3.0,7.0,0.0,6.0,629.0,578.0,577.0,577.0,31.0,42.0,0,0,1,1,3.0,13.0,1.0,604.0,615.0,617.0,672.0,45.0,56.0,0,0,1,1,0,3.0,7.0,1.0,7.0,631.0,639.0,617.0,629.0
15718,1.0,1,0,0,5.275946802466854,0,0,0,1,1,2.0,8.0,0.0,5.0,527.0,506.0,560.0,502.0,0,0,1,1,3.0,7.0,0.0,7.0,651.0,584.0,580.0,601.0,32.0,42.0,0,0,1,1,3.0,13.0,0.0,732.0,699.0,622.0,672.0,47.0,57.0,0,0,1,1,0,3.0,7.0,0.0,6.0,702.0,639.0,663.0,691.0
15720,0.0,1,0,0,5.188333778243222,0,0,0,1,1,3.0,5.0,1.0,8.0,430.0,484.0,565.0,427.0,0,0,1,1,2.0,12.0,1.0,4.0,558.0,572.0,574.0,524.0,30.0,43.0,0,0,1,1,3.0,1.0,1.0,622.0,659.0,649.0,621.0,47.0,60.0,0,0,1,1,0,3.0,18.0,1.0,2.0,614.0,636.0,615.0,599.0
15724,0.0,0,1,0,5.215712848313107,4,0,0,0,1,2.0,11.0,0.0,3.0,434.0,449.0,498.0,431.0,0,0,0,1,2.0,12.0,0.0,2.0,475.0,497.0,551.0,470.0,28.0,43.0,0,0,0,1,2.0,6.0,0.0,582.0,596.0,613.0,583.0,43.0,53.0,0,0,0,1,0,2.0,14.0,0.0,6.0,590.0,606.0,615.0,629.0
15732,1.0,1,0,0,5.196547499264187,4,0,0,1,1,4.0,8.0,0.0,2.0,428.0,489.0,486.0,401.0,0,0,1,1,3.0,3.0,0.0,4.0,497.0,529.0,512.0,481.0,28.0,43.0,0,0,1,1,3.0,12.0,0.0,588.0,611.0,617.0,567.0,43.0,59.0,0,0,1,1,0,3.0,14.0,0.0,3.0,629.0,659.0,608.0,664.0
15733,1.0,1,0,0,5.196547499264187,0,0,0,1,1,3.0,3.0,0.0,6.0,428.0,489.0,486.0,401.0,0,0,1,1,3.0,13.0,0.0,3.0,524.0,535.0,512.0,486.0,28.0,43.0,0,0,1,1,2.0,18.0,0.0,588.0,599.0,551.0,567.0,43.0,58.0,0,0,1,1,0,5.0,13.0,0.0,0.0,600.0,651.0,622.0,607.0
15747,0.0,1,0,0,5.245829825389981,4,0,0,1,1,3.0,6.0,1.0,4.0,478.0,626.0,671.0,468.0,0,0,1,1,3.0,12.0,0.0,8.0,651.0,612.0,685.0,601.0,32.0,44.0,0,0,1,1,3.0,14.0,0.0,709.0,674.0,649.0,672.0,48.0,60.0,0,0,1,1,0,2.0,10.0,0.0,8.0,686.0,691.0,696.0,664.0
15748,1.0,1,0,0,5.245829825389981,0,0,1,0,1,4.0,12.0,0.0,15.0,463.0,506.0,516.0,463.0,0,1,0,1,3.0,13.0,0.0,6.0,558.0,572.0,559.0,601.0,30.0,41.0,0,1,0,1,2.0,17.0,0.0,622.0,632.0,581.0,621.0,45.0,56.0,0,1,0,1,0,3.0,32.0,0.0,6.0,657.0,648.0,599.0,676.0
15750,0.0,1,0,0,5.245829825389981,0,0,1,0,1,2.0,18.0,0.0,11.0,408.0,454.0,474.0,410.0,0,1,0,0,2.0,2.0,0.0,1.0,536.0,532.0,554.0,524.0,31.0,42.0,0,1,0,1,2.0,18.0,0.0,614.0,563.0,610.0,583.0,42.0,55.0,0,1,0,1,0,2.0,21.0,0.0,0.0,644.0,624.0,640.0,664.0
15751,1.0,1,0,0,5.243091918382992,0,0,1,0,1,2.0,3.0,0.0,3.0,467.0,520.0,571.0,468.0,0,1,0,1,3.0,6.0,0.0,2.0,590.0,562.0,588.0,536.0,26.0,44.0,0,1,0,1,3.0,9.0,0.0,596.0,574.0,613.0,593.0,41.0,55.0,0,1,0,1,0,2.0,8.0,0.0,5.0,633.0,606.0,627.0,641.0
15754,0.0,1,0,0,5.237616104369015,4,0,1,0,1,3.0,15.0,0.0,5.0,463.0,559.0,540.0,458.0,0,1,0,1,3.0,14.0,0.0,2.0,564.0,653.0,606.0,577.0,31.0,43.0,0,1,0,0,2.0,16.0,0.0,650.0,674.0,636.0,648.0,48.0,58.0,0,1,0,1,0,2.0,9.0,0.0,12.0,629.0,645.0,632.0,620.0
15755,0.0,1,0,0,5.237616104369015,0,0,1,0,1,2.0,17.0,0.0,5.0,447.0,528.0,565.0,458.0,0,1,0,1,2.0,0.0,0.0,0.0,571.0,557.0,577.0,524.0,31.0,44.0,0,1,0,1,2.0,3.0,0.0,611.0,620.0,606.0,648.0,46.0,55.0,0,1,0,1,0,2.0,11.0,0.0,3.0,654.0,645.0,629.0,624.0
15760,0.0,1,0,0,5.226664476341061,0,0,1,0,1,2.0,17.0,0.0,11.0,442.0,528.0,545.0,435.0,0,1,0,1,2.0,27.0,0.0,4.0,553.0,549.0,568.0,577.0,26.0,37.0,0,1,0,1,3.0,9.0,0.0,571.0,577.0,599.0,593.0,39.0,58.0,0,1,0,1,0,2.0,8.0,0.0,0.0,641.0,645.0,619.0,635.0
15763,0.0,1,0,0,5.221188662327084,0,0,0,1,1,3.0,7.0,0.0,1.0,497.0,576.0,586.0,474.0,0,0,1,1,2.0,16.0,0.0,2.0,604.0,601.0,645.0,577.0,32.0,44.0,0,0,1,1,2.0,15.0,0.0,650.0,639.0,677.0,672.0,47.0,58.0,0,0,1,1,0,2.0,15.0,0.0,1.0,661.0,752.0,716.0,676.0
15764,0.0,0,1,0,5.221188662327084,0,0,0,1,1,3.0,6.0,0.0,8.0,428.0,463.0,490.0,453.0,0,0,1,1,2.0,16.0,0.0,8.0,579.0,584.0,559.0,577.0,30.0,41.0,0,0,1,1,2.0,15.0,0.0,604.0,599.0,572.0,648.0,45.0,55.0,0,0,1,1,0,2.0,15.0,0.0,5.0,597.0,651.0,637.0,624.0
15770,1.0,1,0,0,5.212974941306118,1,0,1,0,1,4.0,13.0,0.0,7.0,485.0,520.0,578.0,474.0,0,1,0,1,3.0,13.0,0.0,2.0,604.0,578.0,625.0,577.0,32.0,42.0,0,1,0,1,2.0,17.0,0.0,637.0,674.0,656.0,593.0,46.0,60.0,0,1,0,1,0,2.0,15.0,0.0,8.0,702.0,672.0,668.0,717.0
15771,1.0,1,0,0,5.21023703429913,2,0,1,0,1,3.0,12.0,0.0,3.0,427.0,478.0,565.0,423.0,0,1,0,1,2.0,1.0,0.0,10.0,477.0,518.0,606.0,481.0,20.0,36.0,0,1,0,0,2.0,27.0,0.0,545.0,556.0,626.0,536.0,26.0,50.0,0,1,0,1,0,2.0,23.0,0.0,7.0,618.0,603.0,672.0,591.0
15773,1.0,1,0,0,5.21023703429913,0,0,1,0,1,2.0,3.0,0.0,8.0,467.0,494.0,571.0,463.0,0,1,0,1,2.0,0.0,0.0,11.0,604.0,578.0,601.0,601.0,31.0,42.0,0,1,0,1,2.0,8.0,0.0,627.0,596.0,617.0,583.0,45.0,55.0,0,1,0,1,0,2.0,22.0,0.0,3.0,647.0,639.0,640.0,691.0
15777,1.0,1,0,0,5.204761220285153,4,0,1,0,1,3.0,8.0,0.0,9.0,458.0,520.0,622.0,458.0,0,1,0,1,2.0,6.0,0.0,8.0,558.0,549.0,645.0,524.0,32.0,43.0,0,1,0,1,3.0,9.0,0.0,659.0,584.0,692.0,672.0,46.0,55.0,0,1,0,1,0,2.0,6.0,0.0,9.0,654.0,601.0,649.0,641.0
15778,1.0,1,0,0,5.193809592257199,0,0,1,0,1,2.0,3.0,0.0,5.0,460.0,547.0,571.0,463.0,0,1,0,1,3.0,6.0,0.0,0.0,604.0,601.0,611.0,601.0,32.0,43.0,0,1,0,1,3.0,9.0,0.0,631.0,599.0,622.0,672.0,47.0,59.0,0,1,0,1,0,2.0,8.0,0.0,2.0,680.0,645.0,656.0,691.0
15781,0.0,1,0,0,5.180120057222257,4,0,1,0,1,3.0,8.0,0.0,3.0,448.0,484.0,554.0,453.0,0,1,0,1,2.0,6.0,0.0,5.0,536.0,553.0,618.0,551.0,27.0,41.0,0,1,0,1,2.0,3.0,0.0,575.0,565.0,642.0,605.0,45.0,51.0,0,1,0,1,0,2.0,19.0,0.0,1.0,631.0,620.0,634.0,595.0
15783,1.0,1,0,0,5.1773821502152675,4,0,1,0,1,3.0,12.0,0.0,6.0,418.0,484.0,545.0,423.0,0,1,0,1,2.0,4.0,0.0,2.0,456.0,518.0,556.0,470.0,21.0,37.0,0,1,0,1,2.0,1.0,0.0,549.0,599.0,636.0,547.0,43.0,55.0,0,1,0,0,1,3.0,24.0,0.0,3.0,582.0,599.0,634.0,570.0
15786,1.0,1,0,0,5.174644243208279,0,0,1,0,1,3.0,15.0,0.0,8.0,580.0,626.0,622.0,569.0,0,1,0,1,2.0,3.0,0.0,7.0,604.0,578.0,634.0,551.0,32.0,44.0,0,1,0,1,3.0,15.0,0.0,659.0,699.0,665.0,672.0,47.0,57.0,0,1,0,1,0,3.0,21.0,0.0,14.0,675.0,678.0,705.0,655.0
15787,0.0,1,0,0,5.174644243208279,0,0,0,1,1,4.0,12.0,0.0,8.0,456.0,528.0,549.0,449.0,0,0,1,1,2.0,21.0,0.0,8.0,629.0,572.0,601.0,601.0,31.0,43.0,0,0,1,1,2.0,0.0,0.0,631.0,639.0,602.0,605.0,46.0,58.0,0,0,1,1,0,2.0,23.0,0.0,5.0,675.0,684.0,660.0,664.0
15792,0.0,0,1,0,5.21023703429913,0,0,0,1,1,2.0,13.0,0.0,11.0,410.0,405.0,494.0,391.0,0,0,1,1,2.0,16.0,1.0,4.0,475.0,495.0,546.0,481.0,23.0,34.0,0,0,1,0,2.0,4.0,1.0,547.0,535.0,534.0,547.0,38.0,59.0,0,0,1,1,0,3.0,14.0,1.0,6.0,562.0,582.0,586.0,538.0
15793,1.0,1,0,0,5.202023313278165,1,0,0,1,1,2.0,9.0,0.0,2.0,450.0,520.0,578.0,440.0,0,0,1,1,2.0,20.0,0.0,3.0,519.0,562.0,565.0,514.0,29.0,44.0,0,0,1,1,3.0,11.0,0.0,604.0,620.0,606.0,593.0,42.0,60.0,0,0,1,1,0,3.0,4.0,0.0,6.0,618.0,651.0,610.0,615.0
15794,1.0,1,0,0,5.21023703429913,4,0,0,1,1,2.0,11.0,0.0,19.0,470.0,473.0,532.0,427.0,0,0,1,1,2.0,31.0,0.0,20.0,492.0,479.0,577.0,506.0,30.0,40.0,0,0,1,1,2.0,14.0,0.0,584.0,559.0,617.0,560.0,43.0,53.0,0,0,1,1,0,2.0,14.0,0.0,24.0,599.0,582.0,624.0,588.0
15801,0.0,1,0,0,5.21023703429913,0,0,0,1,1,3.0,12.0,1.0,23.0,460.0,494.0,560.0,435.0,0,0,1,1,2.0,8.0,0.0,5.0,571.0,518.0,596.0,536.0,30.0,43.0,0,0,1,1,3.0,9.0,0.0,575.0,570.0,626.0,583.0,43.0,55.0,0,0,1,1,0,2.0,24.0,0.0,4.0,661.0,659.0,663.0,676.0
15803,1.0,1,0,0,5.1992854062711755,4,0,0,1,1,2.0,15.0,1.0,19.0,433.0,454.0,545.0,431.0,0,0,1,1,3.0,13.0,1.0,6.0,604.0,545.0,562.0,601.0,31.0,44.0,0,0,1,1,2.0,11.0,1.0,602.0,584.0,581.0,605.0,44.0,55.0,0,0,1,1,0,2.0,4.0,0.0,10.0,644.0,618.0,612.0,648.0
15807,1.0,1,0,0,5.317015407571682,1,0,0,1,1,2.0,2.0,0.0,9.0,451.0,473.0,578.0,449.0,0,0,1,1,3.0,15.0,0.0,1.0,651.0,578.0,611.0,601.0,31.0,43.0,0,0,1,1,3.0,20.0,0.0,684.0,648.0,636.0,672.0,47.0,60.0,0,0,1,1,0,2.0,9.0,0.0,14.0,639.0,711.0,663.0,740.0
15808,1.0,1,0,0,5.317015407571682,1,0,1,0,1,2.0,15.0,0.0,20.0,470.0,513.0,565.0,458.0,0,1,0,1,6.0,11.0,0.0,15.0,579.0,545.0,596.0,601.0,32.0,43.0,0,1,0,1,2.0,12.0,0.0,611.0,565.0,610.0,605.0,45.0,59.0,0,0,1,1,0,2.0,14.0,0.0,14.0,641.0,624.0,643.0,635.0
15810,1.0,1,0,0,5.314277500564693,3,0,0,1,1,2.0,4.0,1.0,2.0,439.0,500.0,560.0,435.0,0,0,1,1,2.0,13.0,0.0,4.0,604.0,553.0,565.0,601.0,32.0,43.0,0,0,1,1,2.0,21.0,0.0,669.0,648.0,636.0,672.0,46.0,60.0,0,0,1,1,0,2.0,3.0,0.0,1.0,713.0,672.0,649.0,717.0
15812,1.0,1,0,0,5.306063779543727,0,0,0,1,1,2.0,4.0,1.0,4.0,413.0,429.0,494.0,405.0,0,0,1,1,3.0,6.0,1.0,0.0,482.0,479.0,529.0,514.0,25.0,30.0,0,0,1,1,3.0,18.0,0.0,604.0,514.0,554.0,605.0,32.0,50.0,0,0,1,1,0,2.0,10.0,0.0,8.0,575.0,526.0,595.0,641.0
15813,0.0,1,0,0,5.303325872536739,0,0,1,0,1,2.0,15.0,0.0,1.0,448.0,463.0,545.0,458.0,0,1,0,1,6.0,11.0,0.0,0.0,590.0,515.0,574.0,577.0,30.0,43.0,0,1,0,1,2.0,12.0,0.0,579.0,556.0,593.0,621.0,36.0,52.0,0,1,0,1,0,2.0,29.0,0.0,0.0,612.0,642.0,640.0,591.0
15815,0.0,1,0,0,5.295112151515774,4,0,0,1,1,3.0,5.0,0.0,12.0,422.0,494.0,554.0,431.0,0,0,1,1,3.0,11.0,0.0,14.0,604.0,592.0,596.0,577.0,32.0,43.0,0,0,1,1,3.0,18.0,0.0,622.0,587.0,631.0,621.0,44.0,56.0,0,0,1,1,0,3.0,10.0,0.0,1.0,641.0,684.0,624.0,648.0
15818,0.0,1,0,0,5.295112151515774,0,0,1,0,1,3.0,14.0,0.0,8.0,443.0,528.0,532.0,463.0,0,1,0,1,3.0,5.0,0.0,9.0,564.0,592.0,611.0,551.0,28.0,43.0,0,1,0,1,2.0,23.0,0.0,588.0,603.0,610.0,621.0,43.0,55.0,0,1,0,1,0,3.0,9.0,0.0,3.0,624.0,672.0,632.0,603.0
15819,1.0,1,0,0,5.289636337501797,4,0,0,1,1,2.0,12.0,0.0,3.0,411.0,478.0,560.0,405.0,0,0,1,1,2.0,13.0,0.0,13.0,533.0,553.0,584.0,536.0,30.0,43.0,0,0,1,1,2.0,21.0,0.0,650.0,626.0,606.0,672.0,45.0,60.0,0,0,1,1,0,2.0,3.0,0.0,9.0,620.0,648.0,617.0,603.0
15820,1.0,1,0,0,5.281422616480831,1,0,0,1,1,2.0,12.0,1.0,5.0,442.0,484.0,578.0,435.0,0,0,1,1,3.0,23.0,1.0,2.0,553.0,567.0,611.0,514.0,32.0,43.0,0,0,1,1,3.0,20.0,0.0,631.0,582.0,602.0,621.0,46.0,58.0,0,0,1,1,0,2.0,9.0,0.0,5.0,624.0,691.0,660.0,641.0
15828,0.0,1,0,0,5.22940238334805,0,0,0,1,1,3.0,12.0,1.0,13.0,460.0,520.0,554.0,463.0,0,0,1,1,2.0,8.0,1.0,2.0,544.0,535.0,580.0,524.0,26.0,43.0,0,0,1,1,3.0,9.0,1.0,588.0,590.0,593.0,583.0,42.0,50.0,0,0,1,1,0,2.0,24.0,1.0,0.0,644.0,642.0,637.0,629.0
15834,1.0,1,0,0,5.237616104369015,0,0,0,1,1,4.0,12.0,0.0,5.0,439.0,459.0,545.0,435.0,0,0,1,1,2.0,16.0,0.0,8.0,558.0,557.0,565.0,506.0,29.0,42.0,0,0,1,1,2.0,8.0,0.0,622.0,590.0,599.0,648.0,43.0,58.0,0,0,1,1,0,2.0,15.0,0.0,3.0,650.0,624.0,615.0,691.0
15835,0.0,1,0,0,5.193809592257199,4,0,0,1,1,3.0,4.0,0.0,7.0,463.0,513.0,578.0,474.0,0,0,1,1,3.0,8.0,1.0,1.0,544.0,592.0,565.0,536.0,31.0,42.0,0,0,1,1,2.0,20.0,0.0,618.0,648.0,581.0,583.0,42.0,57.0,0,0,1,1,0,2.0,20.0,0.0,2.0,626.0,631.0,619.0,620.0
15837,1.0,1,0,0,5.232140290355038,0,0,0,1,1,3.0,5.0,0.0,2.0,413.0,459.0,565.0,405.0,0,0,1,1,2.0,12.0,0.0,2.0,553.0,553.0,596.0,551.0,28.0,42.0,0,0,1,1,3.0,1.0,0.0,611.0,603.0,613.0,593.0,46.0,58.0,0,0,1,1,0,3.0,18.0,0.0,2.0,610.0,642.0,629.0,624.0
15838,1.0,1,0,0,5.237616104369015,4,0,0,1,1,2.0,19.0,0.0,2.0,554.0,513.0,595.0,569.0,0,0,1,1,2.0,7.0,0.0,4.0,651.0,584.0,685.0,601.0,32.0,43.0,0,0,1,1,2.0,32.0,0.0,618.0,593.0,656.0,672.0,48.0,59.0,0,0,1,1,0,2.0,17.0,0.0,6.0,670.0,672.0,689.0,641.0
